CERT,NAME,CITY,STNAME,ZIP,ADDRESS,BKCLASS,CHARTER,ACTIVE,INSDATE,REGAGENT,ASSET,DEP,LATITUDE,LONGITUDE,WEBADDR
14911,Shell Lake State Bank,Shell Lake,Wisconsin,54871,102 W 5th Ave,NM,0,1,12/05/1934,,363865,312429,45.7428179847741,-91.9256630036634,www.shelllakestatebank.com
14912,Bank of Dixon County,Ponca,Nebraska,68770,117 E 3rd St,NM,0,1,12/10/1934,,129329,110410,42.5625880074513,-96.7047240383479,www.bankofdc.com
14914,Collins State Bank,Collins,Wisconsin,54207,20741 County Road Jj,NM,0,1,12/10/1934,,285730,247370,44.0839219997096,-87.9788109604171,www.collinsstatebank.com
14920,The Hamler State Bank,Hamler,Ohio,43524,210 Randolph St,SM,0,1,12/15/1934,,119879,102643,41.2297850201045,-84.0347070079458,WWW.HAMLERSTATEBANK.COM
14922,F&M Bank,West Point,Nebraska,68788,204 N Main St,NM,0,1,12/04/1934,,340359,297291,41.8416960126914,-96.71173499744,www.fmbankne.bank
14929,West Shore Bank,Ludington,Michigan,49431,201 W Loomis St,NM,0,1,10/06/1934,,836560,700405,43.9541490161578,-86.4496219933264,www.westshorebank.com
14930,First Iowa State Bank,Albia,Iowa,52531,19 Benton Ave E,SM,0,1,12/15/1934,,377498,340022,41.0273620165081,-92.8077220231331,www.1stiowa.bank
14952,The Lyon County State Bank,Emporia,Kansas,66801,902 Merchant St,NM,0,1,12/28/1934,,207450,180523,38.4092039840339,-96.1810369771817,www.mylcsb.com
14960,State Bank of Reeseville,Reeseville,Wisconsin,53579,203 S Main St,NM,0,1,01/01/1934,,166115,132931,43.3033120042194,-88.8461419701791,www.statebankofreeseville.com
14966,The Security National Bank of Enid,Enid,Oklahoma,73701,100 S Independence St,N,14315,1,02/02/1935,,369610,335063,36.3963950036077,-97.8803370044941,WWW.SNBENID.COM
14969,Kish Bank,Belleville,Pennsylvania,17004,4255 E Main St,NM,0,1,01/01/1934,,1933156,1395948,40.608688006461,-77.7164859779722,www.mykish.com
1497,Security State Bank,Pearsall,Texas,78061,1000 N Oak St,NM,0,1,01/01/1934,,894625,789031,28.9003999852112,-99.0920789908115,www.securitystbk.com
14974,First State Bank and Trust,Tonganoxie,Kansas,66086,400 S Bury St,NM,0,1,01/08/1935,,476357,419850,39.1086779949761,-95.087434982456,www.firststateks.com
14982,Union State Bank,Winterset,Iowa,50273,611 W Highway 92,NM,0,1,01/11/1935,,126726,116234,41.3456950063564,-94.0210790345543,www.usbiowa.com
14991,The Farmers State Bank,New Madison,Ohio,45346,101 S Main St,NM,0,1,01/17/1935,,335767,285831,39.96769482734,-84.709670489984,WWW.MYFSB.BANK
14995,River Bank,Stoddard,Wisconsin,54658,145 N Main St,NM,0,1,01/01/1934,,1011547,755700,43.6629609873812,-91.2192379642368,https://www.riverbank.biz
14999,The Port Austin State Bank,Port Austin,Michigan,48467,62 E State St,NM,0,1,01/22/1935,,67850,54946,44.044535981512,-82.9925210322219,www.portaustinbank.com
15010,Columbus Bank and Trust Company,Columbus,Nebraska,68601,2501 13th St,NM,0,1,02/02/1935,,273119,212326,41.4290500159511,-97.3583920380838,https://www.colbank.com
15019,First Bank,Southern Pines,North Carolina,28387,205 Se Broad St,SM,0,1,02/08/1935,,12740536,10900694,35.1725080167747,-79.3932289627349,www.localfirstbank.com
15032,First State Bank,Eastpointe,Michigan,48021,16100 E 9 Mile Rd,SM,0,1,02/21/1935,,1332417,1206106,42.4640869826377,-82.9567479914784,www.fsb.bank
15035,Riverwind Bank,Augusta,Arkansas,72006,100 S 2nd St,SM,0,1,03/04/1935,,166739,153100,35.2835054209669,-91.3666333147399,riverwindbank.com
15038,The Valley State Bank,Belle Plaine,Kansas,67013,502 N Merchant St,NM,0,1,02/28/1935,,193081,165836,37.3940110054771,-97.2808310190592,www.valleystatebank.com
15046,The Peoples Community Bank,Mazomanie,Wisconsin,53560,222 W Commercial St,NM,0,1,03/08/1935,,388114,340686,43.172160993876,-89.7980970096766,www.thepcb.bank
15050,First State Bank,Lonoke,Arkansas,72086,101 S Center St,NM,0,1,03/18/1935,,319070,284993,34.7836799941881,-91.8998869750182,https://www.firststatebk.com
15059,Louisiana National Bank,Ruston,Louisiana,71270,2001 N Trenton St,N,14328,1,03/20/1935,,453156,400733,32.5511400087509,-92.6413730125136,www.ln.bank
15078,Junction National Bank,Junction,Texas,76849,701 Main St,N,14330,1,04/01/1935,,92360,84492,30.4891059969035,-99.7682069706583,www.junctionnational.com
15085,Arthur State Bank,Union,South Carolina,29379,100 E Main St,NM,0,1,03/13/1934,,825906,685258,34.7149700134597,-81.6235539883485,www.arthurstatebank.com
15091,Lake Ridge Bank,Middleton,Wisconsin,53562,8301 University Ave,NM,0,1,01/01/1934,,3178632,2615314,43.0964050177,-89.524168032,www.lakeridge.bank
15092,Richland County Bank,Richland Center,Wisconsin,53581,195 W Court St,NM,0,1,04/12/1935,,107419,90214,43.3353359873105,-90.3854889657281,www.richlandcountybank.com
15098,Union State Bank,Olsburg,Kansas,66520,204 E Highway 16,NM,0,1,04/24/1935,,39883,34812,39.428121000262,-96.6159300117828,
15101,Senath State Bank,Senath,Missouri,63876,117 E Commercial St,NM,0,1,04/24/1935,,95767,80313,36.1341473449533,-90.1589786512193,www.senathstatebank.com
15104,Bank of York,York,South Carolina,29745,13 Liberty St W,NM,0,1,04/24/1935,,299968,258475,34.994377989785,-81.2430350301988,www.bankofyork.com
15105,Zavala County Bank,Crystal City,Texas,78839,2300 N Us Highway 83,NM,0,1,04/24/1935,,79927,68777,28.6973179963871,-99.828083012173,www:zcbank.com
15111,The Citizens State Bank,Gridley,Kansas,66852,410 Main St,NM,0,1,05/01/1935,,320658,282664,38.0977400057473,-95.8828670326075,www.bankcsb.bank
15113,Bank of Greeleyville,Greeleyville,South Carolina,29056,223 Varner Ave,NM,0,1,04/25/1935,,148121,128772,33.5819040069272,-79.989399034525,http://www.bog1.com
15118,Gateway First Bank,Jenks,Oklahoma,74037,244 S Gateway Pl,NM,0,1,05/03/1935,,1973595,1237475,36.021176341931,-96.00868644007,www.gatewayfirst.com
1513,Citizens State Bank of La Crosse,La Crosse,Wisconsin,54601,620 Main St,NM,0,1,01/01/1934,,663519,540686,43.8114360085742,-91.2470519688199,www.citizensstatebank.us
15136,Bank of Wisconsin Dells,Wisconsin Dells,Wisconsin,53965,716 Superior St,NM,0,1,01/01/1934,,1009327,853643,43.626726019954,-89.774913000769,www.dellsbank.bank
15146,Great North Bank,Florence,Wisconsin,54121,541 Central Ave,NM,0,1,05/16/1935,,201671,151373,45.9221700094278,-88.2502619960579,www.greatnorthbank.com
15152,Black River Country Bank,Black River Falls,Wisconsin,54615,221 Main St,NM,0,1,01/01/1934,,100958,85502,44.2952410105128,-90.8504759663951,www.brcbank.com
15164,The Farmers State Bank of Westmoreland,Westmoreland,Kansas,66549,307 Main St,NM,0,1,05/24/1935,,234620,203932,39.3927909850109,-96.4130889607654,bankwithfarmers.com
15165,Peoples State Bank of Munising,Munising,Michigan,49862,100 E Superior St,NM,0,1,05/29/1935,,194022,152460,46.4097720135049,-86.6559429590851,www.psbup.com
15194,KCB Bank,Lakin,Kansas,67860,221 N Main St,NM,0,1,06/26/1935,,325272,285651,37.9418200105158,-101.256291000757,www.kcbks.bank
15200,Decorah Bank & Trust Company,Decorah,Iowa,52101,202 E Water St,NM,0,1,06/28/1935,,750487,640964,43.3044190021718,-91.7844600378463,www.decorah.bank
15205,Bank3,Memphis,Tennessee,38119,5210 Poplar Ave,NM,0,1,06/28/1935,,483290,412196,35.1093230094338,-89.8879199986755,www.bank3.com
15206,First State Bank,Athens,Texas,75751,130 E Corsicana St,NM,0,1,06/28/1935,,739285,652162,32.2040640060809,-95.8540420028633,www.bankfsb.com
15214,The First Central National Bank of St. Paris,St. Paris,Ohio,43072,103 S Springfield St,N,2488,1,01/01/1934,,98795,78296,40.1283399947585,-83.9589959587711,www.firststparis.com
15216,Peoples Bank,Lyons,Georgia,30436,299 W Liberty Ave,NM,0,1,07/02/1935,,192924,172104,32.2014910132631,-82.3278559755198,www.ourpeoplesbank.com
15228,The Bank of Kaukauna,Kaukauna,Wisconsin,54130,264 W Wisconsin Ave,NM,0,1,07/01/1935,,175244,152985,44.2838549913298,-88.2711590026837,WWW.BANKOFKAUKAUNA.COM
15229,First Business Bank,Madison,Wisconsin,53719,401 Charmany Dr,NM,0,1,01/01/1934,,4035626,3334964,43.0601609978174,-89.4771789989794,http://www.firstbusiness.bank
15237,Johnson State Bank,Johnson,Kansas,67855,106 N Main St,NM,0,1,07/19/1935,,89195,72830,37.5703853915262,-101.750853318786,www.johnsonstatebank.com
15242,Northern State Bank,Ashland,Wisconsin,54806,321 Main St W,NM,0,1,01/01/1934,,327281,293241,46.5905769991645,-90.8872610381279,http://www.nsbashland.com
15243,Putnam County Bank,Hurricane,West Virginia,25526,2761 Main St,SM,0,1,07/01/1935,,673825,589785,38.4315259980185,-82.0235799821204,www.pcbwv.bank
15249,United Citizens Bank & Trust Company,Campbellsburg,Kentucky,40011,8198 Main St,NM,0,1,01/01/1934,,212952,190212,38.5239280148055,-85.2024190245208,www.unitedcitizensbank.com
15254,The Citizens State Bank and Trust Company,Council Grove,Kansas,66846,314 Main St,NM,0,1,08/15/1935,,85489,72028,38.6620909900694,-96.4830549696847,extramilebank.com
15255,Greenfield Banking Company,Greenfield,Tennessee,38230,112 N Front St,NM,0,1,08/17/1935,,149991,136466,36.1538119968743,-88.7998379901051,www.greenfieldbank.com
15258,The Farmers State Bank,Holton,Kansas,66436,209 Montana Ave,NM,0,1,08/21/1935,,75457,64072,39.461511987942,-95.7511190212104,www.fsbks.bank
15259,Elk State Bank,Clyde,Kansas,66938,328 Washington St,NM,0,1,08/21/1935,,132993,98501,39.5909770203712,-97.3981650068416,www.elkstatebank.com
15261,The Citizens State Bank,Hugoton,Kansas,67951,601 S Main St,NM,0,1,08/22/1935,,130068,108923,37.1769329985496,-101.348452959838,www.csbks.com
15264,Peoples Savings Bank of Rhineland,Rhineland,Missouri,65069,101 Bluff St,NM,0,1,08/21/1935,,722595,582064,38.719987980425,-91.512518996146,www.ourpsb.com
1527,Diamond Bank,Murfreesboro,Arkansas,71958,319 E Main,SM,0,1,01/01/1934,,915912,806420,34.0622084712194,-93.6878141175489,www.diamond.bank
15270,Merit Bank,Huntsville,Alabama,35805,3810 Governors Drive Nw,NM,0,1,08/21/1935,,479004,411067,34.72020240625,-86.618285933545,https://www.meritbank.com
15271,First State Bank,New London,Wisconsin,54961,220 W Waupaca St,NM,0,1,01/01/1934,,522903,435938,44.394327666165,-88.741623961478,www.bankfirststate.com
15272,Marion County State Bank,Pella,Iowa,50219,800 Main St,NM,0,1,09/21/1935,,660271,524367,41.4070549800093,-92.9156879768314,www.marioncountybank.com
1528,Southern Bancorp Bank,Arkadelphia,Arkansas,71923,601 Main St,SM,0,1,01/01/1934,,2749325,2092323,34.1194090126638,-93.0537463040341,www.banksouthern.com
15282,Heritage Community Bank,Union,Missouri,63084,100 E Locust St,NM,0,1,09/19/1935,,308016,265886,38.4444679917975,-91.0075590345112,WWW.HCBANKS.COM
15286,Northern State Bank of Thief River Falls,Thief River Falls,Minnesota,56701,201 3rd St E,NM,0,1,10/02/1935,,446521,394944,48.1193469968249,-96.1796579864713,www.nsbtrf.com
15305,The Denison State Bank,Holton,Kansas,66436,421 New York Ave,NM,0,1,11/19/1935,,454147,369151,39.464327008214,-95.7366630042608,http://www.dsbks.com
15306,TruCommunity Bank,Garrison,North Dakota,58540,102 N Main St,NM,0,1,11/19/1935,,330906,269315,47.6525057700875,-101.41732565328,www.trucommunity.bank
15310,"CB&S Bank, Inc.",Russellville,Alabama,35653,201 Jackson Ave S,NM,0,1,12/06/1935,,2832355,2421153,34.5037960095814,-87.7313989716262,www.cbsbank.com
15311,Iowa Falls State Bank,Iowa Falls,Iowa,50126,601 Washington Ave,NM,0,1,12/06/1953,,202834,156870,42.5193489960019,-93.2644420365172,www.ifsbank.com
15321,First State Bank,Webster City,Iowa,50595,505 2nd St,NM,0,1,12/16/1935,,643796,545330,42.4696850043115,-93.8174639985978,www.fsbwc.com
15323,Silver Lake Bank,Topeka,Kansas,66608,201 Nw Us Highway 24,NM,0,1,12/16/1935,,471748,377075,39.0899360175663,-95.6626519726881,www.silverlakebank.com
15324,Security Bank & Trust Company,Glencoe,Minnesota,55336,735 11th St E,NM,0,1,12/16/1935,,1296396,1176906,44.770325019383,-94.152084996063,www.security-banks.com
15326,The Union Banking Company,West Mansfield,Ohio,43358,105 East Center Street,NM,0,1,12/23/1935,,51168,41810,40.4021069921563,-83.54477102102,www.bankatubc.com
15334,Rolling Hills Bank & Trust,Atlantic,Iowa,50022,1307 E 7th St,SM,0,1,01/13/1936,,454749,379130,41.4033819881284,-94.9952619592637,http://www.rollinghillsbank.com
15336,"Durden Banking Company, Incorporated",Twin City,Georgia,30471,111 N Railroad Ave,NM,0,1,01/15/1936,,293130,248298,32.583907005649,-82.1548339641443,www.durdenbc.com
15345,TXN Bank,Hondo,Texas,78861,103 19th Street,SM,0,1,01/01/1934,,636720,585419,29.348212969186,-99.126473040845,www.txn.bank
15346,Commerce Bank Texas,Stockdale,Texas,78160,112 Fordtran St,NM,0,1,01/31/1936,,62988,53974,29.2271870045118,-97.9581669987916,www.commercebanktx.com
15347,Security Bank of Pulaski County,Saint Robert,Missouri,65584,102 Carson Blvd,NM,0,1,01/31/1936,,158807,143519,37.8272639949933,-92.1603189931066,www.sbpc.com
15348,First Bank and Trust Company,Clinton,Oklahoma,73601,501 Frisco Ave,SM,0,1,02/01/1936,,56988,46407,35.5146720146363,-98.9661819669261,www.fbtok.com
15355,Marion State Bank,Marion,Texas,78124,301 W San Antonio St,NM,0,1,02/11/1936,,149083,132110,29.5703580042209,-98.1443610033693,http://www.marionstatebanktx.com
15359,Southern Bank and Trust Company,Mount Olive,North Carolina,28365,100 N Center St,NM,0,1,03/02/1936,,5156225,4663138,35.1954489923992,-78.0667030150381,www.southernbank.com
1536,Bank of Stockton,Stockton,California,95202,301 E Miner Ave,NM,0,1,01/01/1934,,4742173,3696690,37.9567550113223,-121.287809964869,www.bankofstockton.com
15362,Belt Valley Bank,Belt,Montana,59412,111 Castner St,SM,0,1,03/14/1936,,82921,67892,47.3881510027629,-110.926993010066,www.beltvalleybank.com
15364,First State Bank,Randolph,Nebraska,68771,102 E Broadway St,NM,0,1,03/14/1936,,75902,53348,42.3787865122359,-97.3568581218606,http://www.fsbrandolph.bank
15367,Farmers State Bank,Groesbeck,Texas,76642,121 S Ellis St,NM,0,1,03/14/1936,,189112,170032,31.5234520014019,-96.5354000388344,www.farmersstatebanktexas.com
15399,RCB Bank,Claremore,Oklahoma,74017,300 W Patti Page Blvd,SM,0,1,07/09/1936,,3887084,3409947,36.3108220167043,-95.6137480100681,www.rcbbank.bank
15405,Houghton State Bank,Red Oak,Iowa,51566,116 E Coolbaugh St,NM,0,1,07/28/1936,,204657,166812,41.0086829871911,-95.2307579830432,www.houghtonstatebank.com
15415,"Peoples Bank of Wyaconda, Missouri",Kahoka,Missouri,63445,310 S Johnson St,NM,0,1,08/24/1936,,139403,123322,40.4182537056111,-91.7196496084756,http://www.pbwbank.com
15423,American Bank of Freedom,Wellsville,Missouri,63384,106 E Hudson St,NM,0,1,09/14/1936,,970247,735862,39.071087447546,-91.568835108725,www.americanbankoffreedom.bank
15427,Chelsea Savings Bank,Belle Plaine,Iowa,52208,601 13th St,NM,0,1,10/19/1936,,197180,171141,41.8967509930472,-92.2792680059929,www.chelseasavingsbank.com
15442,Robert Lee State Bank,Robert Lee,Texas,76945,621 Austin St,NM,0,1,12/10/1936,,45078,39377,31.8930730185905,-100.486503970105,www.robertleestatebank.com
15443,Lake Elmo Bank,Lake Elmo,Minnesota,55042,11465 39th St N,NM,0,1,12/19/1936,,517162,452597,45.005271986595,-92.8756330408508,www.lakeelmobank.com
15444,American State Bank & Trust Company of Williston,Williston,North Dakota,58801,223 Main St,NM,0,1,12/18/1936,,631899,557157,48.1462179953913,-103.622167996886,www.asbt.com
1545,"First National Bank, Ames, Iowa",Ames,Iowa,50010,405 5th St,N,10408,1,01/01/1934,,1060426,914674,42.0261430190998,-93.6159190412685,WWW.FNBAMES.COM
15460,Spur Security Bank,Spur,Texas,79370,120 W Harris St,NM,0,1,02/09/1937,,120920,111936,33.4765939849785,-100.856468016681,www.spur.bank
15463,State Bank of De Kalb,De Kalb,Texas,75559,102 S Runnels St,NM,0,1,02/20/1937,,485362,425841,33.5080409997646,-94.6171689753501,www.statebankofdekalb.com
15465,United Southern Bank,Umatilla,Florida,32784,750 N Central Ave,NM,0,1,03/01/1937,,834734,768028,28.9359680046029,-81.6660400115261,www.unitedsouthernbank.com
15469,The First State Bank of Ransom,Ransom,Kansas,67572,306 S Vermont Ave,NM,0,1,03/04/1937,,48889,39973,38.6351360048331,-99.9312789924123,fsbransom.com
1547,Iowa Trust and Savings Bank,Centerville,Iowa,52544,200 N 10th St,NM,0,1,01/01/1934,,194787,135261,40.7339509812807,-92.8767340038329,www.iowatrust.bank
15471,First State Bank of Cando,Cando,North Dakota,58324,415 Main St,NM,0,1,01/01/1937,,72180,64021,48.4899291712927,-99.2048561866707,www.fsbcando.com
15472,First United Bank,Park River,North Dakota,58270,503 Briggs Ave S,NM,0,1,01/01/1934,,718991,600069,48.3938806040678,-97.7430695296296,www.firstunitedonline.com
15477,Citizens Bank of Americus,Americus,Georgia,31709,119 N Lee St,NM,0,1,03/19/1937,,489191,435565,32.0730460165409,-84.2322170009055,www.cbkamericus.com
15478,United Valley Bank,Cavalier,North Dakota,58220,211 Division Ave S,NM,0,1,03/22/1937,,700401,583269,48.7920160166882,-97.622811998065,www.uvbank.net
15480,Coleman County State Bank,Coleman,Texas,76834,118 W Pecan St,NM,0,1,04/01/1937,,282142,255176,31.830298012043,-99.42394603017,www.colemanbank.com
15489,West Plains Bank and Trust Company,West Plains,Missouri,65775,11 Court Sq,NM,0,1,05/01/1937,,698769,643572,36.7283249910587,-91.8518780320193,www.westplainsbank.com
15496,First State Bank of Blakely,Blakely,Georgia,39823,2213 S Main St,NM,0,1,05/28/1937,,667990,520725,31.3757070020659,-84.934442036289,fsbanks.com
155,Bank of Alapaha,Alapaha,Georgia,31622,245 Ne Railroad St,NM,0,1,01/01/1934,,243793,223154,31.3815713512698,-83.2233246512143,www.bankofalapaha.com
1550,Central State Bank,Coralville,Iowa,52241,805 22nd Ave,SM,0,1,01/01/1934,,451310,354361,41.682047746928,-91.595098595878,www.centralstate.bank
15501,"The Lytle State Bank of Lytle, Texas",Lytle,Texas,78052,14631 S. Fm 2790 W.,NM,0,1,06/10/1937,,109090,90701,29.2293699873748,-98.7855330103941,www.lytlestatebank.com
15510,Ameristate Bank,Atoka,Oklahoma,74525,131 S Pennsylvania Ave,SM,0,1,07/02/1937,,458519,408045,34.3853470191291,-96.126215977653,www.ameristatebank.com
15511,First State Bank,Gainesville,Texas,76240,801 E California St,SM,0,1,07/09/1937,,1838704,1652976,33.6250169964624,-97.1375650154136,http://www.firststate.bank
15519,Citizens State Bank,Miles,Texas,76861,111 S Robinson St,NM,0,1,08/02/1937,,278511,250414,31.5973179841402,-100.181463966231,www.citizensstatebk.com
1552,CBI Bank & Trust,Muscatine,Iowa,52761,301 Iowa Ave,SM,0,1,01/01/1934,,1604689,1368229,41.422622982144,-91.046015960651,www.cbibt.com
15523,Muenster State Bank,Muenster,Texas,76252,201 North Main Street,NM,0,1,07/31/1937,,222252,182995,33.6496279824756,-97.3767889744494,http://www.muensterstate.bank
1553,The Shelby County State Bank,Harlan,Iowa,51537,508 Court St,NM,0,1,01/01/1934,,536326,476258,41.657956019816,-95.3169820342758,www.scsbnet.com
15532,CentreBank,Veedersburg,Indiana,47987,126 N Main St,NM,0,1,08/07/1937,,113349,93848,40.1128129801307,-87.2625299763226,www.centrebank.net
15539,First State Bank,Buxton,North Dakota,58218,423 Broadway,NM,0,1,01/01/1934,,402945,339971,47.6022193738008,-97.0975978425407,http://www.firststatebanks.com
15546,Chillicothe State Bank,Chillicothe,Missouri,64601,600 Washington St,NM,0,1,11/22/1937,,134554,122634,39.7936130081274,-93.5540539741302,www.gostatebank.com
15547,Bank of Lake Village,Lake Village,Arkansas,71653,101 Main St,SM,0,1,01/01/1934,,83912,70086,33.3309638270843,-91.2820781338645,www.bankoflakevillage.com
15555,Central Bank,Storm Lake,Iowa,50588,600 Lake Ave,SM,0,1,01/01/1934,,2267273,1908862,42.644608995246,-95.2012919891632,www.mycentral.bank
1556,Twin Cedars Bank,Bussey,Iowa,50044,402 Merrill St,NM,0,1,01/01/1934,,121104,103843,41.2053399957741,-92.8863710131898,www.twincedars.bank
15562,Pioneer Bank & Trust,Belle Fourche,South Dakota,57717,700 State St,NM,0,1,12/04/1937,,967615,848806,44.6744520145815,-103.85077803575,www.pioneerbankandtrust.com
15565,First Southern Bank,Marion,Illinois,62959,300 Tower Square Plz,NM,0,1,12/15/1937,,1029519,871897,37.731387008788,-88.927391026601,www.firstsouthernbank.net
15566,Hoosier Heartland State Bank,Crawfordsville,Indiana,47933,1661 S Us Highway 231,NM,0,1,01/01/1934,,348311,311558,40.015755989596,-86.904452977192,http://www.myhhsb.com
15572,First National Bank of Pulaski,Pulaski,Tennessee,38478,206 S 1st St,N,14619,1,01/12/1938,,1453924,1293762,35.1972949808451,-87.0311180348653,www.fnbforyou.com
15578,Integrity Bank Plus,Wabasso,Minnesota,56293,726 Main St,NM,0,1,01/27/1938,,87998,77425,44.4017159912743,-95.2563669603581,www.integritybank.com
15580,First Bank of Coastal Georgia,Pembroke,Georgia,31321,250 W Bacon St,NM,0,1,02/10/1938,,218584,197656,32.1368999835741,-81.6276669882367,www.firstbankofcg.com
15584,Mid-Missouri Bank,Springfield,Missouri,65804,1615 E Independence St,NM,0,1,02/24/1938,,936800,837224,37.1426140084595,-93.2658129806005,www.midmobank.com
15585,Bay Port State Bank,Bay Port,Michigan,48720,9840 Main St,NM,0,1,03/03/1938,,150104,134091,43.8494479813843,-83.3748519902,https://www.bayportstatebank.com
15590,Taylor County Bank,Campbellsville,Kentucky,42718,201 Lebanon Ave,NM,0,1,04/06/1938,,249609,223392,37.342805456064,-85.342479536935,WWW.TAYLORCOUNTYBANK.COM
15593,Ipswich State Bank,Ipswich,South Dakota,57451,301 First Avenue,NM,0,1,04/13/1938,,70536,58657,45.4444439827672,-99.0272469814062,www.isbipswich.com
15597,Security State Bank of Kenyon,Kenyon,Minnesota,55946,602 2nd St,NM,0,1,04/21/1938,,67511,58599,44.2723550201731,-92.9872909714409,www.ssbkenyon.com
15598,Horizon Financial Bank,Munich,North Dakota,58352,416 Main St,NM,0,1,05/02/1938,,198395,175491,48.6699257476752,-98.8350566522896,http://www.HorizonFinancialBank.com
15606,The Hamilton Bank,Hamilton,Missouri,64644,111 N Davis St,NM,0,1,06/11/1938,,111061,103917,39.7429060143153,-93.9984570322551,WWW.THEHAMILTONBANK.BANK
15610,Farmers and Merchants State Bank,Winterset,Iowa,50273,101 W Jefferson St,NM,0,1,08/11/1938,,257164,227030,41.3357059989756,-94.014853962704,http://www.fmstate.bank
15614,West Bank,West Des Moines,Iowa,50266,3330 Westown Parkway,NM,0,1,01/01/1934,,3984706,3313078,41.594053689201,-93.748867676476,WWW.WESTBANKSTRONG.COM
1562,Peoples Bank,Lebanon,Kentucky,40033,265 Old Springfield Rd,NM,0,1,01/01/1934,,189490,166867,37.5907120190518,-85.2503240319203,www.pboflebanon.com
15621,First Farmers & Merchants State Bank of Grand Meadow,Grand Meadow,Minnesota,55936,105 Main St N,NM,0,1,10/04/1938,,94477,85281,43.7059570074575,-92.5730520359115,www.ffmbank.com
15629,Quoin Financial Bank,Miller,South Dakota,57362,201 N Broadway Ave,NM,0,1,11/14/1938,,245729,209859,44.5181669874667,-98.98903296282,www.quoinbank.com
15632,Greenfield Banking Company,Greenfield,Indiana,46140,1920 N State St,NM,0,1,01/01/1934,,886142,749464,39.8133150068174,-85.7708490201136,www.gbcbank.com
15651,State Bank & Trust Co.,Nevada,Iowa,50201,1025 6th St,NM,0,1,02/25/1939,,193137,169189,42.0213510012354,-93.4519550173785,www.banksbt.com
15657,Alliance Bank Central Texas,Woodway,Texas,76712,191 Archway Dr,NM,0,1,03/20/1939,,1046640,922369,31.5048650053818,-97.201315004938,https://www.alliancebanktexas.com
1566,The Peoples Bank,Taylorsville,Kentucky,40071,23 W Main St,NM,0,1,01/01/1934,,129442,115649,38.0308439945946,-85.3452120373702,www.tpbtaylorsville.com
15663,First State Bank,Waynesboro,Mississippi,39367,708 Azalea Dr,NM,0,1,05/01/1939,,928547,830280,31.6758539861421,-88.6444489884397,www.firststatebnk.com
15664,"Freedom Bank, Inc.",Belington,West Virginia,26250,20 N Crim Ave,NM,0,1,05/10/1939,,207443,184572,39.025144911849,-79.934837957814,www.freedombankwv.com
15669,MCBank,Goldthwaite,Texas,76844,1017 Parker St,NM,0,1,06/20/1939,,454264,416995,31.4497870167018,-98.5704230324228,www.mc.bank
15671,The Bank of Clarendon,Manning,South Carolina,29102,106 S Brooks St,NM,0,1,07/01/1939,,424537,372351,33.6937980138202,-80.210441975021,www.myboc.bank
15675,Citizens Bank & Trust Company,Campbellsville,Kentucky,42718,201 E Main St,NM,0,1,07/22/1939,,364843,317152,37.3412990185159,-85.3440399958492,www.cbtky.com
15687,Grant County State Bank,Swayzee,Indiana,46986,102 N Washington St,NM,0,1,10/02/1939,,384891,303523,40.5084440067915,-85.8252530199593,www.grantcostatebank.com
15690,Clear Lake Bank and Trust Company,Clear Lake,Iowa,50428,322 Main Ave,SM,0,1,11/10/1939,,638604,575243,43.1365599916952,-93.3815209629859,www.clearlakebank.bank
15699,Pineland Bank,Alma,Georgia,31510,501 W 12th St,NM,0,1,11/16/1939,,573267,513202,31.5420943940803,-82.4687776471193,www.pineland.bank
15701,The Seymour Bank,Seymour,Missouri,65746,119 N Main St,NM,0,1,11/25/1939,,223890,179604,37.1487579853967,-92.7687869932357,seymourbank.com
15703,Town & Country Bank and Trust Company,Bardstown,Kentucky,40004,201 N 3rd St,NM,0,1,11/25/1939,,415985,362981,37.8106819921223,-85.4659309729309,www.mytcbt.bank
15708,"The Casey County Bank, Inc.",Liberty,Kentucky,42539,176 N Wallace Wilkinson Blvd,SM,0,1,12/20/1939,,430926,293954,37.3168140125074,-84.9298269604006,www.caseybank.com
15728,"Dakota Community Bank & Trust, National Association",Hebron,North Dakota,58638,609 Main St,N,24604,1,03/11/1940,,1327971,1190243,46.9006310156084,-102.045984967633,www.dakotacommunitybank.com
15729,Partners Bank,Helena,Arkansas,72342,302 Cherry St,NM,0,1,04/01/1940,,441709,340508,34.5249559146003,-90.5860013564052,www.mypartners.bank
15731,Security Bank of Texas,Crawford,Texas,76638,6688 N Lone Star Pkwy,NM,0,1,03/30/1940,,158836,136891,31.534557017281,-97.4429640162,www.secbank.net
15734,Security Savings Bank,Canton,South Dakota,57013,100 S West St,NM,0,1,04/04/1940,,513153,453498,43.3005820183552,-96.6084800086024,www.bankwithssb.com
15741,Commercial Bank of Mott,Mott,North Dakota,58646,325 Brown Ave,NM,0,1,06/13/1940,,147295,112216,46.3737402487332,-102.326892204048,http://www.cbmott.com
15749,The Security State Bank,Emery,South Dakota,57332,117 N 3rd St,NM,0,1,07/01/1940,,59760,47967,43.6022200172777,-97.6228280075001,www.thesecuritystatebank.com
15751,Flat Branch Bank,Richmond,Missouri,64085,803 Wollard Blvd,NM,0,1,07/01/1940,,93148,82933,39.2678220054451,-93.9574499958928,www.flatbranchbank.com
